CaseID,ActivityID,CompleteTimestamp
14,2,2017-01-16 10:09:07
14,5,2017-01-20 10:44:56
14,6,2017-01-23 17:32:19
15,1,2017-01-13 18:30:34
15,2,2017-01-13 18:30:54
15,5,2017-01-16 15:08:50
15,6,2017-01-19 17:31:50
16,1,2017-01-14 12:04:31
16,2,2017-01-14 12:06:14
16,5,2017-01-25 11:27:59
16,6,2017-01-30 17:31:40
17,1,2017-01-16 10:23:48
17,4,2017-01-16 10:23:57
17,2,2017-01-23 05:15:02
17,5,2017-02-02 10:23:55
17,6,2017-02-06 17:31:45
17,1,2017-01-16 12:10:30
17,11,2017-02-06 15:56:17
17,8,2017-02-06 16:09:19
17,1,2017-02-06 16:38:33
17,4,2017-02-06 16:38:37
17,2,2017-02-06 17:06:26
17,3,2017-02-08 15:36:48
18,1,2017-01-16 13:09:44
18,4,2017-01-16 13:09:50
18,2,2017-01-23 05:15:02
18,5,2017-01-25 11:02:46
18,6,2017-01-30 17:31:40
19,1,2017-01-16 13:53:32
19,2,2017-01-16 13:56:33
19,5,2017-01-16 15:08:13
19,6,2017-01-19 17:31:50
20,1,2017-01-16 16:18:33
20,4,2017-01-16 16:19:49
20,2,2017-01-17 11:23:58
20,5,2017-01-18 15:38:44
20,6,2017-01-23 17:32:19
21,1,2017-01-17 10:35:54
21,2,2017-01-17 10:40:02
21,5,2017-01-24 09:59:44
21,6,2017-01-26 17:30:47
22,1,2017-01-17 12:03:11
22,2,2017-01-17 12:03:30
22,5,2017-01-19 15:53:59
22,6,2017-01-23 17:32:19
23,1,2017-01-17 13:20:46
23,2,2017-01-17 13:34:53
23,5,2017-01-24 11:29:18
23,6,2017-01-26 17:30:47
24,1,2017-01-17 13:54:58
24,2,2017-01-17 13:57:08
24,3,2017-01-18 15:11:08
25,1,2017-01-17 14:52:11
25,4,2017-01-17 14:52:18
25,2,2017-01-17 14:55:00
25,5,2017-01-17 15:42:04
25,6,2017-01-19 17:31:50
26,1,2017-01-17 15:12:59
26,2,2017-01-17 15:13:11
26,5,2017-01-19 15:24:36
26,6,2017-01-23 17:32:19
27,1,2017-01-17 16:48:39
27,2,2017-01-17 16:48:58
27,5,2017-01-19 15:51:22
27,6,2017-01-23 17:32:19
28,1,2017-01-18 09:44:33
28,4,2017-01-18 09:44:39
28,2,2017-01-25 05:15:06
28,5,2017-01-25 11:02:51
28,6,2017-01-30 17:31:40
28,1,2017-01-18 10:52:56
28,2,2017-01-18 10:53:04
28,5,2017-01-19 15:49:06
28,6,2017-01-23 17:32:19
29,1,2017-01-18 11:26:40
29,2,2017-01-18 11:26:45
29,5,2017-01-19 15:48:14
29,6,2017-01-23 17:32:19
30,1,2017-01-18 12:01:57
30,2,2017-01-18 12:02:05
30,5,2017-01-26 13:32:03
30,6,2017-01-30 17:31:40
31,1,2017-01-18 22:05:48
31,2,2017-01-18 22:08:33
31,5,2017-01-19 15:46:45
31,6,2017-01-23 17:32:19
32,1,2017-01-19 14:52:01
32,4,2017-01-19 14:52:36
32,2,2017-01-23 08:50:59
32,5,2017-01-23 13:05:49
32,6,2017-01-26 17:30:47
33,1,2017-01-20 11:15:28
33,2,2017-01-20 11:15:35
33,5,2017-01-23 14:46:03
33,6,2017-01-26 17:30:47
34,1,2017-01-24 14:12:43
34,2,2017-01-24 14:31:20
34,5,2017-01-27 12:09:45
34,6,2017-01-30 17:31:40
35,1,2017-01-24 14:41:09
35,2,2017-01-24 14:51:06
35,5,2017-01-26 13:28:05
35,6,2017-01-30 17:31:40
36,1,2017-01-26 10:18:54
36,2,2017-01-26 10:19:03
36,5,2017-01-27 12:08:31
36,6,2017-01-30 17:31:40
37,1,2017-01-26 11:54:32
37,11,2017-01-26 11:54:39
37,8,2017-02-01 10:51:50
37,1,2017-02-01 12:54:23
37,4,2017-02-01 12:54:48
37,2,2017-02-01 15:51:13
37,3,2017-02-08 15:41:32
37,1,2017-01-26 11:55:32
37,11,2017-01-26 11:55:39
37,8,2017-02-01 10:52:20
37,1,2017-02-01 12:53:47
37,4,2017-02-01 12:54:14
37,2,2017-02-01 15:51:38
37,3,2017-02-08 15:39:53
37,1,2017-01-26 13:39:33
37,4,2017-01-26 14:01:14
37,2,2017-01-27 13:11:45
37,5,2017-01-27 14:34:02
37,6,2017-01-30 17:31:40
37,1,2017-01-27 11:35:34
37,2,2017-01-27 11:36:30
37,5,2017-02-07 16:09:54
37,6,2017-02-20 17:32:08
37,1,2017-01-27 13:06:30
37,2,2017-01-27 13:06:41
37,5,2017-02-10 12:15:54
37,6,2017-02-20 17:32:08
38,1,2017-01-27 16:04:48
38,4,2017-01-27 16:04:58
38,2,2017-01-27 16:05:23
38,5,2017-02-02 14:30:14
38,6,2017-02-06 17:31:45
39,1,2017-01-29 12:54:00
39,2,2017-01-29 12:58:26
39,5,2017-01-30 10:36:14
39,6,2017-02-02 17:32:54
40,1,2017-01-30 08:48:44
40,2,2017-01-30 08:48:58
40,5,2017-02-16 15:46:06
40,6,2017-02-20 17:32:08
41,1,2017-01-30 10:06:21
41,2,2017-01-30 10:06:32
41,5,2017-01-31 13:00:12
41,6,2017-02-02 17:32:54
42,1,2017-01-30 10:16:42
42,2,2017-01-30 10:16:50
42,5,2017-01-31 12:52:55
42,6,2017-02-02 17:32:54
43,1,2017-01-30 11:21:20
43,2,2017-01-30 11:22:40
43,5,2017-01-31 12:58:59
43,6,2017-02-02 17:32:54
43,1,2017-01-30 12:12:46
43,4,2017-01-30 15:05:08
43,2,2017-01-31 09:21:01
43,5,2017-02-02 14:22:21
43,6,2017-02-06 17:31:45
44,1,2017-01-30 13:29:53
44,2,2017-01-30 13:30:07
44,5,2017-01-31 13:15:06
44,6,2017-02-02 17:32:54
44,1,2017-01-30 13:31:58
44,2,2017-01-30 13:32:01
44,5,2017-01-31 13:14:17
44,6,2017-02-02 17:32:54
45,1,2017-01-30 15:06:29
45,4,2017-01-30 15:08:06
45,2,2017-01-31 09:20:59
45,5,2017-01-31 16:51:32
45,6,2017-02-02 17:32:54
46,1,2017-01-31 13:57:57
46,2,2017-01-31 13:58:07
46,5,2017-02-15 15:24:38
46,6,2017-02-20 17:32:08
47,1,2017-01-31 15:03:12
47,2,2017-01-31 15:03:23
47,5,2017-02-06 08:20:15
47,6,2017-02-09 17:32:18
47,1,2017-01-31 15:04:40
47,2,2017-01-31 15:04:42
47,5,2017-02-06 08:19:49
47,6,2017-02-09 17:32:18
48,1,2017-02-01 17:30:44
48,11,2017-02-01 17:32:04
48,8,2017-02-02 08:53:30
48,1,2017-02-02 09:26:58
48,4,2017-02-02 09:28:25
48,2,2017-02-02 09:34:15
48,5,2017-02-09 10:23:59
48,6,2017-02-13 17:32:18
49,1,2017-02-02 09:29:48
49,2,2017-02-02 09:30:29
49,5,2017-02-03 14:27:47
49,6,2017-02-06 17:31:45
50,1,2017-02-02 10:16:20
50,2,2017-02-02 10:17:03
50,5,2017-02-07 16:09:17
50,6,2017-02-09 17:32:18
51,1,2017-02-02 11:32:23
51,2,2017-02-02 11:32:31
51,5,2017-02-03 11:27:25
51,6,2017-02-06 17:31:45
52,1,2017-02-02 17:42:22
52,2,2017-02-02 17:43:01
52,5,2017-02-07 16:08:03
52,6,2017-02-13 17:32:18
53,1,2017-02-02 17:54:36
53,7,2017-02-02 17:54:43
53,8,2017-02-06 13:44:07
54,1,2017-02-02 18:29:16
54,2,2017-02-02 18:30:59
54,5,2017-02-06 08:39:16
54,6,2017-02-09 17:32:18
55,1,2017-02-03 08:17:08
55,2,2017-03-24 09:14:18
55,5,2017-03-28 13:57:52
55,6,2017-03-30 17:31:17
56,1,2017-02-03 09:13:33
56,2,2017-02-03 09:13:36
56,5,2017-02-03 11:33:18
56,6,2017-02-06 17:31:45
57,1,2017-02-04 16:43:59
57,2,2017-02-04 16:44:13
57,5,2017-02-07 16:06:03
57,6,2017-02-09 17:32:18
58,1,2017-02-06 10:12:55
58,4,2017-02-06 10:14:08
58,2,2017-02-07 15:42:55
58,5,2017-02-10 12:15:32
58,6,2017-02-13 17:32:18
59,1,2017-02-06 11:49:39
59,2,2017-02-06 11:51:56
59,5,2017-02-07 16:04:08
59,6,2017-02-09 17:32:18
60,1,2017-02-06 12:21:29
60,2,2017-02-06 12:22:21
60,5,2017-02-07 16:01:40
60,6,2017-02-09 17:32:18
61,1,2017-02-07 09:51:06
61,2,2017-02-07 09:55:22
61,5,2017-02-07 16:00:24
61,6,2017-02-09 17:32:18
62,1,2017-02-07 20:50:37
62,2,2017-02-07 20:50:45
62,5,2017-02-08 13:03:45
62,6,2017-02-13 17:32:18
63,1,2017-02-08 16:53:26
63,4,2017-02-08 16:53:38
63,2,2017-02-13 12:53:36
63,5,2017-02-14 10:54:51
63,6,2017-02-16 17:31:57
64,1,2017-02-09 10:43:46
64,2,2017-02-09 10:43:50
64,5,2017-02-13 14:00:02
64,6,2017-02-16 17:31:57
65,1,2017-02-09 11:36:28
65,2,2017-02-09 11:42:15
65,5,2017-02-13 13:58:43
65,6,2017-02-16 17:31:57
66,1,2017-02-09 13:44:50
66,11,2017-02-09 13:45:21
66,8,2017-02-14 08:17:18
67,1,2017-02-09 14:00:10
67,4,2017-02-09 14:00:15
67,2,2017-02-14 08:22:14
67,3,2017-02-21 13:29:00
68,1,2017-02-09 14:44:21
68,2,2017-02-09 14:47:27
68,5,2017-02-15 15:22:07
68,6,2017-02-20 17:32:08
69,1,2017-02-09 16:38:24
69,2,2017-02-10 10:54:43
69,5,2017-02-10 12:15:02
69,6,2017-02-13 17:32:18
70,1,2017-02-13 11:11:31
70,2,2017-02-13 12:47:38
70,5,2017-02-15 14:55:34
70,6,2017-02-23 17:32:40
71,1,2017-02-13 14:30:12
71,4,2017-02-13 14:40:46
71,2,2017-02-13 14:41:18
71,5,2017-02-15 14:51:59
71,6,2017-02-20 17:32:08
72,1,2017-02-14 11:32:53
72,4,2017-02-14 11:33:04
72,2,2017-02-16 08:45:03
72,3,2017-02-21 13:27:06
72,1,2017-02-14 11:56:01
72,2,2017-02-14 11:57:11
72,5,2017-02-15 14:50:27
72,6,2017-02-20 17:32:08
73,1,2017-02-14 12:25:23
73,4,2017-02-14 12:28:11
73,2,2017-02-14 12:40:18
73,5,2017-02-15 14:49:06
73,6,2017-02-20 17:32:08
74,1,2017-02-14 13:53:40
74,2,2017-02-14 13:57:00
74,5,2017-02-16 13:35:50
74,6,2017-02-20 17:32:08
75,1,2017-02-14 15:34:34
75,2,2017-02-14 15:34:43
75,5,2017-02-15 14:48:02
75,6,2017-02-20 17:32:08
76,1,2017-02-14 16:37:55
76,7,2017-02-14 17:03:16
76,8,2017-02-15 10:13:21
77,1,2017-02-15 09:48:09
77,2,2017-02-15 09:53:32
77,5,2017-02-15 15:42:05
77,6,2017-02-20 17:32:08
77,1,2017-02-15 13:40:44
77,4,2017-02-15 13:40:59
77,2,2017-02-17 16:35:26
77,5,2017-02-21 13:25:16
77,6,2017-03-02 17:31:07
78,1,2017-02-16 08:35:48
78,2,2017-02-16 08:35:51
78,5,2017-02-16 09:46:43
78,6,2017-02-20 17:32:08
78,1,2017-02-17 11:27:23
78,2,2017-02-17 11:34:20
78,5,2017-02-21 15:38:44
78,6,2017-02-23 17:32:40
79,1,2017-02-17 11:44:19
79,2,2017-02-17 11:46:08
79,5,2017-02-20 09:14:11
79,6,2017-02-23 17:32:40
80,1,2017-02-17 18:13:15
80,2,2017-02-17 18:14:51
80,5,2017-02-20 09:12:51
80,6,2017-02-23 17:32:40
80,1,2017-02-17 20:28:04
80,2,2017-02-17 20:32:18
80,5,2017-02-20 09:12:29
80,6,2017-02-23 17:32:40
81,1,2017-02-20 10:07:27
81,4,2017-02-20 10:07:38
81,2,2017-02-21 13:03:55
81,5,2017-02-23 10:37:00
81,6,2017-02-27 17:30:51
82,1,2017-02-20 11:47:32
82,2,2017-02-20 11:47:48
82,5,2017-02-21 15:38:17
82,6,2017-02-23 17:32:40
82,1,2017-02-20 13:17:46
82,11,2017-02-20 13:17:56
82,8,2017-02-21 13:06:56
82,1,2017-02-22 10:46:26
82,4,2017-02-22 10:46:46
82,2,2017-02-23 13:11:42
82,5,2017-02-28 10:45:57
82,6,2017-03-02 17:31:07
82,1,2017-02-20 14:16:47
82,2,2017-02-20 14:19:14
82,5,2017-02-20 15:47:12
82,6,2017-02-23 17:32:40
83,1,2017-02-20 15:25:30
83,4,2017-02-20 15:30:31
83,2,2017-02-21 12:45:56
83,5,2017-02-21 15:37:59
83,6,2017-02-23 17:32:40
84,1,2017-02-20 21:10:56
84,2,2017-02-20 21:11:03
84,5,2017-02-21 15:37:34
84,6,2017-02-23 17:32:40
84,1,2017-02-20 21:18:02
84,2,2017-02-20 21:18:13
84,5,2017-02-21 15:14:03
84,6,2017-02-23 17:32:40
84,1,2017-02-21 10:10:42
84,4,2017-02-21 10:11:24
84,2,2017-02-22 09:51:16
84,5,2017-03-02 12:35:53
84,6,2017-03-06 17:31:10
84,1,2017-02-21 10:14:57
84,4,2017-02-21 10:15:33
84,2,2017-02-22 09:53:47
84,5,2017-03-02 12:27:15
84,6,2017-03-06 17:31:10
84,1,2017-02-21 13:50:36
84,2,2017-02-21 15:55:45
84,5,2017-02-22 11:16:26
84,6,2017-02-27 17:30:51
85,1,2017-02-21 15:47:22
85,2,2017-03-02 12:04:58
85,5,2017-03-06 09:49:12
85,6,2017-03-09 17:31:22
86,1,2017-02-22 09:25:37
86,4,2017-02-22 09:25:49
86,2,2017-02-24 14:38:05
86,5,2017-03-06 13:11:25
86,6,2017-03-09 17:31:22
86,1,2017-02-22 09:28:50
86,4,2017-02-22 09:29:02
86,2,2017-02-24 14:36:00
86,5,2017-03-06 13:11:55
86,6,2017-03-09 17:31:22
87,1,2017-02-22 13:26:01
87,2,2017-02-22 13:26:38
87,5,2017-02-23 14:18:38
87,6,2017-03-02 17:31:07
88,1,2017-02-22 14:37:02
88,2,2017-02-22 14:37:12
88,5,2017-02-23 08:58:17
88,6,2017-02-27 17:30:51
89,1,2017-02-22 14:38:46
89,2,2017-02-22 14:38:50
89,5,2017-02-23 08:57:55
89,6,2017-02-27 17:30:51
90,1,2017-02-22 16:34:11
90,2,2017-02-22 16:34:39
90,5,2017-02-23 14:17:55
90,6,2017-02-27 17:30:51
91,1,2017-02-23 09:57:24
91,2,2017-02-23 10:00:26
91,5,2017-02-23 14:17:03
91,6,2017-02-27 17:30:51
92,1,2017-02-23 10:15:16
92,4,2017-02-23 10:16:06
92,2,2017-02-27 09:51:54
92,5,2017-02-28 12:14:48
92,6,2017-03-02 17:31:07
93,1,2017-02-23 12:40:55
93,2,2017-02-23 12:42:02
93,5,2017-02-24 09:56:29
93,6,2017-03-02 17:31:07
94,1,2017-02-23 20:03:21
94,9,2017-02-23 20:03:37
94,10,2017-02-24 12:40:07
94,5,2017-03-02 12:04:07
94,6,2017-03-06 17:31:10
94,1,2017-02-23 20:07:04
94,2,2017-02-23 20:07:14
94,5,2017-03-02 12:01:49
94,6,2017-03-06 17:31:10
94,1,2017-02-23 20:47:04
94,9,2017-02-23 20:51:10
94,10,2017-02-24 12:40:04
94,5,2017-03-02 12:00:27
94,6,2017-03-06 17:31:10
94,1,2017-02-24 09:12:28
94,4,2017-02-24 09:12:30
94,2,2017-02-24 14:34:59
94,5,2017-03-02 11:59:01
94,6,2017-03-06 17:31:10
94,1,2017-02-27 10:25:42
94,4,2017-02-27 10:43:22
94,2,2017-02-28 08:54:58
94,3,2017-02-28 10:05:42
94,1,2017-02-28 10:20:11
94,11,2017-02-28 10:20:18
94,8,2017-02-28 13:13:34
94,1,2017-02-28 13:44:41
94,4,2017-02-28 13:44:44
94,2,2017-02-28 14:54:44
94,3,2017-02-28 15:56:02
95,1,2017-02-28 10:30:30
95,11,2017-02-28 10:30:32
95,8,2017-02-28 14:55:34
95,1,2017-02-28 15:13:06
95,11,2017-02-28 15:13:09
95,8,2017-03-01 11:29:49
96,1,2017-02-28 10:34:12
96,11,2017-02-28 10:34:15
96,8,2017-02-28 13:12:35
96,1,2017-02-28 13:43:50
96,4,2017-02-28 13:43:52
96,2,2017-02-28 14:55:02
96,3,2017-02-28 15:56:25
97,1,2017-02-28 12:27:45
97,2,2017-02-28 12:29:59
97,5,2017-03-06 13:41:25
97,6,2017-03-09 17:31:22
98,1,2017-03-01 15:12:02
98,2,2017-03-01 15:12:37
98,5,2017-03-06 13:53:38
98,6,2017-03-09 17:31:22
99,1,2017-03-01 15:16:36
99,2,2017-03-06 11:33:50
99,5,2017-03-09 14:55:01
99,6,2017-03-13 17:31:05
100,1,2017-03-02 10:51:54
100,4,2017-03-02 10:51:58
100,2,2017-03-09 05:15:04
100,5,2017-03-09 09:03:55
100,6,2017-03-13 17:31:05
101,1,2017-03-02 11:23:41
101,11,2017-03-02 11:23:44
101,8,2017-03-02 13:44:08
101,1,2017-03-02 14:45:17
101,4,2017-03-02 14:46:10
101,2,2017-03-02 14:48:46
101,5,2017-03-08 15:36:07
101,6,2017-03-13 17:31:05
102,1,2017-03-02 11:52:07
102,2,2017-03-02 11:52:49
102,5,2017-03-07 15:01:35
102,6,2017-03-09 17:31:22
103,1,2017-03-02 12:18:20
103,2,2017-03-02 12:18:57
103,5,2017-03-09 15:03:03
103,6,2017-03-13 17:31:05
104,1,2017-03-02 14:32:27
104,4,2017-03-02 14:37:08
104,2,2017-03-02 14:37:35
104,3,2017-03-08 11:19:25
104,1,2017-03-08 12:13:44
104,4,2017-03-08 12:13:48
104,2,2017-03-08 12:15:09
104,5,2017-03-09 09:05:07
104,6,2017-03-13 17:31:05
105,1,2017-03-02 15:55:43
105,4,2017-03-02 15:58:27
105,2,2017-03-02 16:07:38
105,5,2017-03-06 13:57:31
105,6,2017-03-13 17:31:05
106,1,2017-03-03 10:01:05
106,4,2017-03-03 10:03:58
106,2,2017-03-10 05:15:10
106,5,2017-03-16 10:33:36
106,6,2017-03-20 17:30:50
107,1,2017-03-03 10:02:18
107,4,2017-03-03 10:02:23
107,2,2017-03-06 08:55:10
107,5,2017-03-08 11:23:46
107,6,2017-03-16 17:31:12
108,1,2017-03-03 10:15:33
108,4,2017-03-03 10:15:39
108,2,2017-03-10 05:15:10
108,5,2017-03-16 10:20:17
108,6,2017-03-20 17:30:50
109,1,2017-03-03 11:35:33
109,4,2017-03-03 11:35:59
109,2,2017-03-06 08:59:06
109,5,2017-03-09 09:58:01
109,6,2017-03-13 17:31:05
109,1,2017-03-03 11:35:58
109,2,2017-03-03 11:36:05
109,5,2017-03-03 16:21:01
109,6,2017-03-13 17:31:05
110,1,2017-03-03 12:39:05
110,4,2017-03-03 12:40:03
110,2,2017-03-07 12:43:40
110,5,2017-03-07 15:00:57
110,6,2017-03-09 17:31:22
111,1,2017-03-03 15:44:09
111,4,2017-03-03 15:44:28
111,2,2017-03-06 14:38:50
111,5,2017-03-07 10:30:28
111,6,2017-03-09 17:31:22
112,1,2017-03-05 09:15:45
112,2,2017-03-05 09:19:11
112,5,2017-03-06 09:47:57
112,6,2017-03-09 17:31:22
112,1,2017-03-05 09:16:43
112,2,2017-03-05 09:19:11
112,5,2017-03-06 09:48:15
112,6,2017-03-09 17:31:22
112,1,2017-03-06 11:45:17
112,4,2017-03-09 08:18:18
112,2,2017-03-09 08:27:31
112,5,2017-03-14 16:13:55
112,6,2017-03-16 17:31:12
113,1,2017-03-06 11:59:37
113,7,2017-03-06 11:59:43
113,8,2017-03-23 13:02:20
114,1,2017-03-06 14:00:13
114,2,2017-03-06 14:00:21
114,5,2017-03-09 14:53:26
114,6,2017-03-13 17:31:05
115,1,2017-03-06 14:40:07
115,4,2017-03-06 14:40:32
115,2,2017-03-07 12:44:40
115,5,2017-03-07 14:38:53
115,6,2017-03-09 17:31:22
116,1,2017-03-06 16:57:41
116,4,2017-03-06 17:00:02
116,2,2017-03-07 12:58:26
116,5,2017-03-07 14:37:35
116,6,2017-03-09 17:31:22
117,1,2017-03-07 09:09:12
117,2,2017-03-07 09:09:16
117,5,2017-03-16 11:02:22
117,6,2017-03-20 17:30:50
118,1,2017-03-07 11:14:38
118,2,2017-03-07 11:14:43
118,5,2017-03-07 14:27:01
118,6,2017-03-09 17:31:22
119,1,2017-03-08 10:04:26
119,4,2017-03-08 10:05:13
119,2,2017-03-09 09:45:39
119,5,2017-03-16 10:35:37
119,6,2017-03-20 17:30:50
120,1,2017-03-09 08:38:53
120,2,2017-03-09 08:40:52
120,5,2017-03-09 11:25:01
120,6,2017-03-13 17:31:05
121,1,2017-03-09 10:11:19
121,4,2017-03-09 10:38:56
121,2,2017-03-09 11:02:44
121,5,2017-03-16 10:46:54
121,6,2017-03-23 17:30:45
122,1,2017-03-09 15:47:50
122,2,2017-03-09 15:48:09
122,5,2017-03-14 11:04:02
122,6,2017-03-16 17:31:12
123,1,2017-03-10 12:20:18
123,11,2017-03-10 12:21:11
123,8,2017-03-10 12:22:21
124,1,2017-03-10 12:23:20
124,2,2017-03-10 12:24:42
124,5,2017-03-10 14:12:12
124,6,2017-03-13 17:31:05
125,1,2017-03-10 14:55:04
125,9,2017-03-10 15:17:10
125,10,2017-03-13 09:15:06
126,1,2017-03-10 15:37:26
126,2,2017-03-10 15:45:18
126,5,2017-03-13 10:54:00
126,6,2017-03-16 17:31:12
127,1,2017-03-10 18:42:17
127,11,2017-03-10 18:42:31
127,8,2017-03-13 11:45:14
127,1,2017-03-13 22:16:03
127,4,2017-03-13 22:16:24
127,2,2017-03-14 11:22:54
127,5,2017-03-14 16:15:20
127,6,2017-03-20 17:30:50
128,1,2017-03-13 10:07:07
128,2,2017-03-13 10:07:20
128,5,2017-03-16 11:00:22
128,6,2017-03-20 17:30:50
129,1,2017-03-13 12:58:15
129,2,2017-03-13 13:00:25
129,3,2017-03-14 10:57:50
130,1,2017-03-13 14:17:25
130,4,2017-03-13 14:18:00
130,2,2017-03-14 15:21:29
130,5,2017-03-14 17:12:26
130,6,2017-03-16 17:31:12
131,1,2017-03-14 11:06:02
131,2,2017-03-14 11:06:11
131,5,2017-03-16 10:44:43
131,6,2017-03-20 17:30:50
131,1,2017-03-14 16:09:08
131,4,2017-03-14 16:10:01
131,2,2017-03-15 15:24:30
131,5,2017-03-16 10:41:06
131,6,2017-03-20 17:30:50
131,1,2017-03-15 12:29:06
131,4,2017-03-15 12:29:14
131,2,2017-03-16 11:03:43
131,5,2017-03-21 14:18:24
131,6,2017-03-23 17:30:45
131,1,2017-03-15 18:35:25
131,4,2017-03-15 18:35:32
131,2,2017-03-16 08:08:37
131,5,2017-03-21 12:22:21
131,6,2017-03-23 17:30:45
132,1,2017-03-16 08:47:49
132,7,2017-03-16 08:51:55
132,8,2017-03-16 09:00:28
132,1,2017-03-16 09:04:42
132,7,2017-03-16 09:04:44
132,8,2017-03-17 13:50:13
132,1,2017-03-18 11:25:28
132,2,2017-03-18 11:25:44
132,5,2017-03-21 14:58:19
132,6,2017-03-23 17:30:45
133,1,2017-03-16 10:05:15
133,4,2017-03-16 10:05:43
133,2,2017-03-16 14:35:55
133,5,2017-03-21 15:00:13
133,6,2017-03-23 17:30:45
134,1,2017-03-16 11:05:07
134,4,2017-03-16 11:09:07
134,2,2017-03-17 10:35:18
134,5,2017-03-20 13:44:11
134,6,2017-03-23 17:30:45
134,1,2017-03-17 13:31:30
134,4,2017-03-17 13:31:37
134,2,2017-03-21 12:59:34
134,5,2017-03-21 14:17:52
134,6,2017-03-23 17:30:45
135,1,2017-03-17 15:09:29
135,2,2017-03-17 15:09:37
135,5,2017-03-21 10:07:44
135,6,2017-03-23 17:30:45
135,1,2017-03-17 15:16:01
135,2,2017-03-17 15:16:06
135,5,2017-03-21 10:07:18
135,6,2017-03-23 17:30:45
135,1,2017-03-17 15:17:18
135,2,2017-03-17 15:18:06
135,5,2017-03-21 10:06:48
135,6,2017-03-27 17:31:03
136,1,2017-03-17 15:56:11
136,11,2017-03-17 15:56:23
136,8,2017-03-21 09:30:01
137,1,2017-03-17 21:40:17
137,2,2017-03-17 21:40:23
137,5,2017-03-20 15:46:34
137,6,2017-03-23 17:30:45
138,1,2017-03-20 09:18:08
138,2,2017-03-20 09:18:12
138,5,2017-03-21 14:56:32
138,6,2017-03-23 17:30:45
139,1,2017-03-20 10:46:22
139,11,2017-03-20 10:46:35
139,8,2017-03-21 10:48:08
139,1,2017-03-20 14:08:59
139,11,2017-03-20 14:10:38
139,8,2017-03-21 10:47:27
140,1,2017-03-20 14:12:47
140,2,2017-03-20 14:12:55
140,5,2017-03-21 10:06:02
140,6,2017-03-23 17:30:45
141,1,2017-03-21 08:42:36
141,11,2017-03-21 08:42:45
141,8,2017-03-21 14:29:24
141,1,2017-03-21 16:23:59
141,4,2017-03-21 16:24:02
141,2,2017-03-21 17:01:14
141,5,2017-03-24 08:25:05
141,6,2017-03-27 17:31:03
142,1,2017-03-21 10:42:01
142,11,2017-03-21 10:45:55
142,8,2017-03-21 12:34:05
142,12,2017-03-21 11:07:41
143,1,2017-03-21 11:10:03
143,4,2017-03-21 11:10:41
